Album,Album Artist,Album Rating,Album Rating Computed,Apple Music,Artist,Artwork Count,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Explicit,File Folder Count,Genre,Grouping,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Playlist Only,Protected,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Whitney Houston,1,256,,Encoded By rgFc (ICQ 5758811),,George Merrill & Shannon Rubicam,2017-08-23T20:28:33Z,2017-09-10T12:30:44Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/01%20I%20Wanna%20Dance%20With%20Somebody.m4p",,I Wanna Dance With Somebody,,3229E3494FE879C7,4,3595242781,2017-12-04T13:33:01Z,,,,100,,2011-04-08T07:00:00Z,44100,10498602,1,2018-05-04T15:50:22Z,"100 Hits of the 80's, Vol. 2",Cardigans,Whitney Houston,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",I Wanna Dance With Somebody,290440,100,3100,1,File,1987
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Aretha Franklin & George Michael,1,256,,Encoded By rgFc (ICQ 5758811),,Dennis Morgan & Simon Climie,2017-08-23T20:28:35Z,2017-10-01T12:16:04Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/02%20I%20Knew%20You%20Were%20Waiting%20(For%20Me).m4p",,I Knew You Were Waiting (For Me),,8DC888AD2093973D,5,3602343906,2018-02-24T18:05:06Z,,,,100,,2011-04-08T07:00:00Z,44100,8495518,1,2018-05-04T15:50:22Z,"100 Hits of the 80's, Vol. 2",Cardigans,Aretha Franklin & George Michael,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",I Knew You Were Waiting (For Me),241560,100,3102,2,File,2007
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Bill Medley & Jennifer Warnes,1,256,,Encoded By rgFc (ICQ 5758811),,"Donald Markowitz, Frank Previte & John DeNicola",2017-08-23T20:28:37Z,2017-09-22T13:36:57Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/03%20(I've%20Had)%20The%20Time%20of%20My%20Life.m4p",,(I've Had) The Time of My Life,,80727758B89FE35F,5,3608490165,2018-05-06T20:22:45Z,,,,100,,2011-04-08T07:00:00Z,44100,10410088,1,2018-05-04T15:50:22Z,"100 Hits of the 80's, Vol. 2",Cardigans,Bill Medley & Jennifer Warnes,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",(I've Had) The Time of My Life,289680,100,3104,3,File,1987
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Sade,1,256,,Encoded By rgFc (ICQ 5758811),,Helen Adu & R. St. John,2017-08-23T20:28:40Z,2017-10-01T12:16:04Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/04%20Smooth%20Operator%20(Single%20Version).m4p",,Smooth Operator (Single Version),,03E6FC5F4B53619D,3,3602825090,2018-03-02T07:44:50Z,,,,100,,2011-04-08T07:00:00Z,44100,9008876,1,2018-05-04T15:50:22Z,"100 Hits of the 80's, Vol. 2",Cardigans,Sade,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Smooth Operator (Single Version),258693,100,3106,4,File,1984
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Starship,1,256,,Encoded By rgFc (ICQ 5758811),,"Bernie Taupin, Dennis Lambert, Martin Page & Peter Wolf",2017-08-23T20:28:49Z,2017-08-23T20:38:49Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/08%20We%20Built%20This%20City.m4p",,We Built This City,,F167A6AE4A5D4C79,2,3608397857,2018-05-05T18:44:17Z,,,,100,,2011-04-08T07:00:00Z,44100,10254459,1,2018-05-18T07:12:44Z,"100 Hits of the 80's, Vol. 2",Cardigans,Starship,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",We Built This City,294133,100,3108,8,File,2011
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Bonnie Tyler,1,256,,Encoded By rgFc (ICQ 5758811),,Dean Pitchford & Jim Steinman,2017-08-23T20:29:00Z,2017-09-10T12:30:44Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/22%20Holding%20Out%20for%20a%20Hero%20(Single%20Ve.m4p",,Holding Out for a Hero (Single Version),,46B005D43E98E45D,1,3589392511,2017-09-27T19:28:31Z,,,,100,,2011-04-08T07:00:00Z,44100,10106586,1,2017-09-05T15:43:10Z,"100 Hits of the 80's, Vol. 2",Cardigans,Bonnie Tyler,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Holding Out for a Hero (Single Version),261506,100,3110,22,File,1983
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Meat Loaf,1,256,,Encoded By rgFc (ICQ 5758811),,"D. Peyronel, M. L. Aday, P. Christie & S. Buslowe",2017-08-23T20:29:21Z,2017-09-10T12:30:44Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/27%20Midnight%20At%20the%20Lost%20and%20Found.m4p",,Midnight At the Lost and Found,,780A727C66147858,1,3589558154,2017-09-29T17:29:14Z,,,,100,,2011-04-08T07:00:00Z,44100,7455712,1,2017-09-06T08:54:31Z,"100 Hits of the 80's, Vol. 2",Cardigans,Meat Loaf,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Midnight At the Lost and Found,209600,100,3112,27,File,1977
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Toto,1,256,,Encoded By rgFc (ICQ 5758811),,David Paich,2017-08-23T20:29:36Z,2017-10-23T19:28:44Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/43%20Rosanna%20(Single%20Version).m4p",,Rosanna (Single Version),,2E5F044389573ECE,1,3608455160,2018-05-06T10:39:20Z,,,,100,,2011-04-08T07:00:00Z,44100,9032166,2,2018-05-06T10:39:12Z,"100 Hits of the 80's, Vol. 2",Cardigans,Toto,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Rosanna (Single Version),241506,100,3114,43,File,1978
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Survivor,1,256,,Encoded By rgFc (ICQ 5758811),,Frankie Sullivan & Jim Peterik,2017-08-23T20:29:49Z,2017-09-29T05:50:33Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/64%20Burning%20Heart.m4p",,Burning Heart,,F99170C442C780E0,4,3608378703,2018-05-05T13:25:03Z,,,,100,,2011-04-08T07:00:00Z,44100,8083933,1,2018-02-23T09:05:18Z,"100 Hits of the 80's, Vol. 2",Cardigans,Survivor,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Burning Heart,230720,100,3116,64,File,1985
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,Odyssey,1,256,,Encoded By rgFc (ICQ 5758811),,L. Russell Brown & Sandy Linzer,2017-08-23T20:29:54Z,2017-08-23T20:39:22Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/66%20Use%20It%20Up%20and%20Wear%20It%20Out%20(12_%20Si.m4p",,"Use It Up and Wear It Out (12"" Single Edit)",,C66F6064B5424E05,4,3608378703,2018-05-05T13:25:03Z,,,,100,,2011-04-08T07:00:00Z,44100,10251136,1,2018-02-23T09:05:18Z,"100 Hits of the 80's, Vol. 2",Cardigans,Odyssey,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger","Use It Up and Wear It Out (12"" Single Edit)",297573,100,3118,66,File,2011
Know No Better - EP,Major Lazer,100,,,Major Lazer,1,256,,Encoded By rgFc (ICQ 5758811),,L. Russell Brown & Sandy Linzer,2017-08-27T07:58:12Z,2017-08-28T16:42:09Z,1,1,,5,Electronic,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Major%20Lazer/Know%20No%20Better%20-%20EP/01%20Know%20No%20Better%20(feat.%20Travis%20Scot.m4p,,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",,437E9E4DE077198C,1,3598927650,2018-01-16T05:07:30Z,,,,100,,2017-06-02T07:00:00Z,44100,7699887,1,2017-12-11T09:12:42Z,Know No Better - EP,Cardigans,Major Lazer,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger","Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",225849,6,3120,1,File,2017
Free the Universe,Major Lazer,100,,,Major Lazer,1,256,,Encoded By rgFc (ICQ 5758811),,Major Lazer,2017-08-27T07:58:34Z,2017-08-28T16:42:28Z,1,1,,5,Electronic,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Major%20Lazer/Free%20the%20Universe/08%20Watch%20Out%20For%20This%20(Bumaye)%20%5Bfeat.m4p,,"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]",,F700335627DB2017,51,3607578598,2018-04-26T07:09:58Z,,,,100,,2013-04-10T07:00:00Z,44100,10405800,1,2017-12-11T09:12:42Z,Free the Universe,Cardigans,Major Lazer,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger","Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]",269146,17,3122,8,File,2013
Who Am I (feat. Craig David & Major Lazer) [Wookie Remix] - Single,Katy B,100,,,Katy B,1,256,,Encoded By rgFc (ICQ 5758811),,"Craig David, Kathleen Brien, Thomas Wesley Pentz & Philip Meckseper",2017-08-27T08:01:02Z,2017-08-28T16:42:34Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Katy%20B/Who%20Am%20I%20(feat.%20Craig%20David%20&%20Major%20Laze/01%20Who%20Am%20I%20(feat.%20Craig%20David%20&%20Maj.m4p,,Who Am I (feat. Craig David & Major Lazer) [Wookie Remix],,7C09D68344D2FBD0,2,3595361011,2017-12-05T22:23:31Z,,,,100,,2016-03-18T07:00:00Z,44100,9940671,1,2017-09-05T06:55:58Z,Who Am I (feat. Craig David & Major Lazer) [Wookie Remix] - Single,Cardigans,Katy B,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Who Am I (feat. Craig David & Major Lazer) [Wookie Remix],284905,1,3124,1,File,2016
Fifth Harmony,Fifth Harmony,100,,,Fifth Harmony,1,256,,Encoded By rgFc (ICQ 5758811),,TBD,2017-08-28T12:41:54Z,2017-08-28T16:42:34Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Fifth%20Harmony/Fifth%20Harmony/03%20Sauced%20Up.m4p,,Sauced Up,,71AD8B0EA2613747,7,3593118565,2017-11-09T23:29:25Z,,,,100,,2017-08-25T07:00:00Z,44100,7148435,1,2017-09-25T06:19:54Z,Fifth Harmony,Cardigans,Fifth Harmony,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Sauced Up,197786,10,3126,3,File,2017
True,Avicii,100,,,Avicii,1,256,,Encoded By rgFc (ICQ 5758811),,"Tim Bergling, Ash Pournouri, Aloe Blacc & Mike Einziger",2017-08-28T13:14:09Z,2017-08-28T16:42:46Z,1,1,,5,House,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Avicii/True/01%20Wake%20Me%20Up.m4p,,Wake Me Up,,2128737FD66BF7E2,7,3593118565,2017-11-09T23:29:25Z,,,,100,,2013-06-01T07:00:00Z,44100,9006588,1,2018-05-06T10:40:39Z,True,Cardigans,Avicii,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Wake Me Up,249687,12,3128,1,File,2013
Avīci (01) - EP,Avicii,100,,,Avicii,1,256,,Encoded By rgFc (ICQ 5758811),,"Tim Bergling, Alessandro Cavazza, Carl Falk, Dhani Lennevald, Salem Al Fakir & Vincent Pontare",2017-08-28T13:14:16Z,2017-08-28T16:42:51Z,1,1,,5,Dance,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Avicii/Av%C4%ABci%20(01)%20-%20EP/04%20Without%20You%20(feat.%20Sandro%20Cavazza.m4p,,Without You (feat. Sandro Cavazza),,D4E9A336BFC28F06,7,3593118565,2017-11-09T23:29:25Z,,,,100,,2017-08-11T07:00:00Z,44100,6630333,1,2018-05-06T10:40:39Z,Avīci (01) - EP,Cardigans,Avicii,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Without You (feat. Sandro Cavazza),181672,6,3130,4,File,2017
True: Avicii By Avicii,Avicii,100,,,Avicii,1,256,,Encoded By rgFc (ICQ 5758811),,"Tim Bergling, Ash Pournouri, Audra Mae & Sterling Fox",2017-08-28T13:14:27Z,2017-08-28T16:42:57Z,1,1,,5,Dance,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Avicii/True_%20Avicii%20By%20Avicii/07%20Shame%20On%20Me%20(Avicii%20by%20Avicii).m4p,,Shame On Me (Avicii by Avicii),,F54D6FBDBE94E55F,7,3593118565,2017-11-09T23:29:25Z,,,,100,,2014-03-24T07:00:00Z,44100,8350323,1,2018-05-06T10:40:39Z,True: Avicii By Avicii,Cardigans,Avicii,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Shame On Me (Avicii by Avicii),236140,9,3132,7,File,2014
Greatest Hits,Guns N' Roses,100,,,Guns N' Roses,1,256,,Encoded By rgFc (ICQ 5758811),,Bob Dylan,2017-08-28T13:26:15Z,2017-08-28T16:43:08Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Guns%20N'%20Roses/Greatest%20Hits/05%20Knockin'%20on%20Heaven's%20Door.m4p,,Knockin' on Heaven's Door,,59DE560DC8DEA3C0,1,3608372907,2018-05-05T11:48:27Z,,,,100,,1991-09-17T07:00:00Z,44100,11912125,1,2018-05-06T10:40:39Z,Greatest Hits,Cardigans,Guns N' Roses,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Knockin' on Heaven's Door,336146,14,3134,5,File,1991
Greatest Hits,Guns N' Roses,100,,,Guns N' Roses,1,256,,Encoded By rgFc (ICQ 5758811),,"Axl Rose, Jeffrey Isbell, Saul Hudson, Duff McKagan & Steven Adler",2017-08-28T13:26:18Z,2017-08-28T16:43:24Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Guns%20N'%20Roses/Greatest%20Hits/04%20Paradise%20City.m4p,,Paradise City,,CCA171C749672A1D,2,3593184434,2017-11-10T17:47:14Z,,,,100,,1987-07-21T07:00:00Z,44100,14376452,1,2018-05-06T10:40:39Z,Greatest Hits,Cardigans,Guns N' Roses,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Paradise City,406200,14,3136,4,File,1987
Greatest Hits,Guns N' Roses,100,,,Guns N' Roses,1,256,,Encoded By rgFc (ICQ 5758811),,"Axl Rose, Jeffrey Isbell, Saul Hudson, Duff McKagan & Steven Adler",2017-08-28T13:26:22Z,2017-08-28T16:43:27Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Guns%20N'%20Roses/Greatest%20Hits/01%20Welcome%20to%20the%20Jungle.m4p,,Welcome to the Jungle,,0C11A284AD20CC90,2,3593184434,2017-11-10T17:47:14Z,,,,100,,1987-07-21T07:00:00Z,44100,9836291,1,2018-05-06T10:40:39Z,Greatest Hits,Cardigans,Guns N' Roses,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Welcome to the Jungle,271866,14,3138,1,File,1987
Greatest Hits,Guns N' Roses,100,,,Guns N' Roses,1,256,,Encoded By rgFc (ICQ 5758811),,"Axl Rose, Jeffrey Isbell, Saul Hudson, Duff McKagan & Steven Adler",2017-08-28T13:26:34Z,2017-08-28T16:43:50Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Guns%20N'%20Roses/Greatest%20Hits/03%20Patience.m4p,,Patience,,95A0C03CE9A4223B,2,3598928042,2018-01-16T05:14:02Z,,,,100,,1988-11-29T08:00:00Z,44100,13425901,1,2018-05-06T10:40:39Z,Greatest Hits,Cardigans,Guns N' Roses,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Patience,356093,14,3140,3,File,1988
Greatest Hits,Guns N' Roses,100,,,Guns N' Roses,1,256,,Encoded By rgFc (ICQ 5758811),,"Axl Rose, Jeffrey Isbell, Saul Hudson & Duff McKagan",2017-08-28T13:26:37Z,2017-08-28T16:43:48Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Guns%20N'%20Roses/Greatest%20Hits/08%20Don't%20Cry.m4p,,Don't Cry,,9953D70E4AB99476,4,3592239991,2017-10-30T19:26:31Z,,,,100,,1991-09-17T07:00:00Z,44100,9907942,1,2018-05-06T10:40:39Z,Greatest Hits,Cardigans,Guns N' Roses,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Don't Cry,284093,14,3142,8,File,1991
Live Era '87-'93 (Edited Version),Guns N' Roses,100,,,Guns N' Roses,1,256,,Encoded By rgFc (ICQ 5758811),,"Axl Rose, Matt Sorum, Izzy Stradlin, Slash, Darren Reed & Duff McKagan",2017-08-28T13:27:01Z,2017-08-28T16:44:25Z,2,2,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Guns%20N'%20Roses/Live%20Era%20'87-'93%20(Edited%20Version)/2-10%20Estranged%20(Live).m4p,,Estranged (Live),,B5A38EDC55820833,2,3601285702,2018-02-12T12:08:22Z,,,,100,,1999-11-23T08:00:00Z,44100,20228098,3,2017-10-23T07:15:07Z,Live Era '87-'93 (Edited Version),Cardigans,Guns N' Roses,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Estranged (Live),592000,11,3144,10,File,1999
Live Era '87-'93 (Edited Version),Guns N' Roses,100,,,Guns N' Roses,1,256,,Encoded By rgFc (ICQ 5758811),,"Axl Rose, Jeffrey Isbell, Saul Hudson & Duff McKagan",2017-08-28T13:27:07Z,2017-08-28T16:44:19Z,2,2,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Guns%20N'%20Roses/Live%20Era%20'87-'93%20(Edited%20Version)/2-09%20Don't%20Cry%20(Live).m4p,,Don't Cry (Live),,119DE770A24819AE,5,3596656048,2017-12-20T22:07:28Z,,,,100,,1999-11-23T08:00:00Z,44100,10029255,3,2017-10-23T07:15:07Z,Live Era '87-'93 (Edited Version),Cardigans,Guns N' Roses,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Don't Cry (Live),284800,11,3146,9,File,1999
Velipadinte Pusthakam (Original Motion Picture Soundtrack) - EP,Shaan Rahman,100,,,Vineeth Sreenivasan & Renjith Unni,1,256,,Encoded By rgFc (ICQ 5758811),,Shaan Rahman,2017-08-31T06:07:40Z,2017-09-02T07:45:41Z,1,1,,5,Regional Indian,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shaan%20Rahman/Velipadinte%20Pusthakam%20(Original%20Motion%20P/01%20Entammede%20Jimikki%20Kammal.m4p,,Entammede Jimikki Kammal,,1F6A014C7261E4F0,57,3608397563,2018-05-05T18:39:23Z,,,,100,,2017-08-16T07:00:00Z,44100,7616879,3,2017-10-23T07:15:07Z,Velipadinte Pusthakam (Original Motion Picture Soundtrack) - EP,Cardigans,Vineeth Sreenivasan & Renjith Unni,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Entammede Jimikki Kammal,201600,5,3148,1,File,2017
Concrete and Gold,Foo Fighters,100,,,Foo Fighters,1,256,,Encoded By rgFc (ICQ 5758811),,Foo Fighters,2017-09-02T09:03:55Z,2017-10-23T19:28:44Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Foo%20Fighters/Concrete%20and%20Gold/04%20The%20Sky%20Is%20a%20Neighborhood.m4p,,The Sky Is a Neighborhood,,34CDAD503ED922E0,1,3589982779,2017-10-04T15:26:19Z,,,,100,,2017-09-15T07:00:00Z,44100,8744366,3,2017-10-23T07:15:07Z,Concrete and Gold,Cardigans,Foo Fighters,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Sky Is a Neighborhood,244570,11,3150,4,File,2017
Dare,The Human League,100,,,The Human League,1,256,,Encoded By rgFc (ICQ 5758811),,Foo Fighters,2017-09-02T09:32:03Z,2017-09-02T09:32:42Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Human%20League/Dare/10%20Don't%20You%20Want%20Me.m4p,,Don't You Want Me,,EF3BCFAA73762341,7,3610466806,2018-05-29T17:26:46Z,,,,100,,1981-10-16T07:00:00Z,44100,9595274,3,2017-10-23T07:15:07Z,Dare,Human League,Human League,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Don't You Want Me,236920,10,3152,10,File,1981
Escape,Journey,100,,,Journey,1,256,,Encoded By rgFc (ICQ 5758811),,"S. Perry, N. Schon & J. Cain",2017-09-02T09:35:46Z,2017-09-02T09:36:27Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Journey/Escape/01%20Don't%20Stop%20Believin'.m4p,,Don't Stop Believin',,DD979963CF8BAA84,8,3595705121,2017-12-09T21:58:41Z,,,,100,,1981-07-01T07:00:00Z,44100,8964301,3,2017-10-23T07:15:07Z,Escape,Human League,Journey,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Don't Stop Believin',250986,14,3154,1,File,1981
The Age of Plastic,The Buggles,100,,,The Buggles,1,256,,Encoded By rgFc (ICQ 5758811),,"Trevor Horn, Geoff Downes & Bruce Woolley",2017-09-02T09:38:13Z,2017-09-02T09:38:51Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Buggles/The%20Age%20of%20Plastic/02%20Video%20Killed%20the%20Radio%20Star.m4p,,Video Killed the Radio Star,,BB807E89652AD977,3,3595524011,2017-12-07T19:40:11Z,,,,100,,1980-01-01T08:00:00Z,44100,9956722,3,2017-10-23T07:15:07Z,Age of Plastic,Buggles,Buggles,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Video Killed the Radio Star,253733,11,3156,2,File,1980
