Album,Album Artist,Album Rating,Album Rating Computed,Apple Music,Artist,Artwork Count,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Explicit,File Folder Count,Genre,Grouping,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Playlist Only,Protected,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
Savage Garden,Savage Garden,100,,,Savage Garden,1,256,,Encoded By rgFc (ICQ 5758811),,D. Hayes & D. Jones,2017-08-15T21:18:08Z,2017-08-16T16:54:46Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Savage%20Garden/Savage%20Garden/09%20A%20Thousand%20Words.m4p,,A Thousand Words,,A4383CE769850E9A,5,3592511183,2017-11-02T22:46:23Z,,,,100,,1997-04-15T00:00:00Z,44100,9366569,1,2017-12-11T09:02:45Z,Savage Garden,Cars,Savage Garden,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Thousand Words,239773,11,3038,9,File,1997
Savage Garden,Savage Garden,100,,,Savage Garden,1,256,,Encoded By rgFc (ICQ 5758811),,D. Hayes & D. Jones,2017-08-15T21:18:12Z,2017-08-16T16:55:02Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Savage%20Garden/Savage%20Garden/04%20Tears%20of%20Pearls.m4p,,Tears of Pearls,,882D6C1DA0F87D44,6,3607348340,2018-04-23T15:12:20Z,,,,100,,1997-04-15T00:00:00Z,44100,8261309,1,2017-12-11T09:02:45Z,Savage Garden,Cars,Savage Garden,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Tears of Pearls,226666,11,3040,4,File,1997
Savage Garden,Savage Garden,100,,,Savage Garden,1,256,,Encoded By rgFc (ICQ 5758811),,Darren Hayes & Daniel Jones,2017-08-15T21:18:17Z,2017-10-01T12:16:04Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Savage%20Garden/Savage%20Garden/08%20Break%20Me%20Shake%20Me.m4p,,Break Me Shake Me,,8A897F274FEA1120,4,3608377936,2018-05-05T13:12:16Z,,,,100,,1991-08-22T07:00:00Z,44100,7454340,1,2017-12-11T09:02:45Z,Savage Garden,Cars,Savage Garden,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Break Me Shake Me,203133,11,3042,8,File,1997
Savage Garden,Savage Garden,100,,,Savage Garden,1,256,,Encoded By rgFc (ICQ 5758811),,Darren Hayes & Daniel Jones,2017-08-15T21:18:19Z,2017-08-28T16:42:06Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Savage%20Garden/Savage%20Garden/06%20Carry%20On%20Dancing.m4p,,Carry On Dancing,,63F7BE0600A08463,5,3602144869,2018-02-22T10:47:49Z,,,,100,,1991-08-22T07:00:00Z,44100,8572953,2,2018-05-06T08:39:23Z,Savage Garden,Cars,Savage Garden,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Carry On Dancing,225733,11,3044,6,File,1997
Savage Garden,Savage Garden,100,,,Savage Garden,1,256,,Encoded By rgFc (ICQ 5758811),,D. Hayes & D. Jones,2017-08-15T21:18:29Z,2017-09-22T13:36:57Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Savage%20Garden/Savage%20Garden/05%20Universe.m4p,,Universe,,5874D268BE487F18,5,3608649277,2018-05-08T16:34:37Z,,,,100,,1991-08-22T07:00:00Z,44100,9324026,2,2018-05-06T08:39:23Z,Savage Garden,Cars,Savage Garden,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Universe,260440,11,3046,5,File,1997
Affirmation,Savage Garden,100,,,Savage Garden,1,256,,Encoded By rgFc (ICQ 5758811),,Darren Hayes & Daniel Jones,2017-08-15T21:18:36Z,2017-08-16T16:55:26Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Savage%20Garden/Affirmation/10%20You%20Can%20Still%20Be%20Free.m4p,,You Can Still Be Free,,B722BC7568BF3847,1,3586191194,2017-08-21T18:13:14Z,,,,100,,1999-10-28T07:00:00Z,44100,9169462,2,2018-05-06T08:39:23Z,Affirmation,Cars,Savage Garden,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",You Can Still Be Free,258266,12,3048,10,File,1999
True Colors,Cyndi Lauper,100,,,Cyndi Lauper,1,256,,Encoded By rgFc (ICQ 5758811),,Tom Kelly & Billy Steinberg,2017-08-16T17:41:37Z,2017-08-16T17:42:04Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Cyndi%20Lauper/True%20Colors/04%20True%20Colors.m4p,,True Colors,,67BD7A856A65163B,9,3608319423,2018-05-04T20:57:03Z,,,,100,,1986-10-14T07:00:00Z,44100,8128176,1,2018-02-13T17:49:34Z,True Colors,Cars,Cyndi Lauper,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",True Colors,227590,10,3050,4,File,1986
Top Gun (Original Motion Picture Soundtrack) [Special Expanded Edition],Various Artists,100,,,Kenny Loggins,1,256,,Encoded By rgFc (ICQ 5758811),,Giorgio Moroder & Thomas Whitlock,2017-08-16T17:41:52Z,2017-08-16T17:42:13Z,1,1,,5,Soundtrack,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/Top%20Gun%20(Original%20Motion%20Picture%20Soundtr/01%20Danger%20Zone.m4p,,Danger Zone,,35754F6D55164DB5,5,3606209864,2018-04-10T10:57:44Z,,,,100,,1989-11-17T08:00:00Z,44100,7441276,1,2017-11-07T16:19:15Z,Top Gun (Original Motion Picture Soundtrack) [Special Expanded Edition],Cars,Kenny Loggins,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Danger Zone,216133,15,3052,1,File,1989
Whitney Houston,Whitney Houston,100,,,Whitney Houston,1,256,,Encoded By rgFc (ICQ 5758811),,Michael Masser & Linda Creed,2017-08-16T17:58:46Z,2017-08-16T17:59:16Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Whitney%20Houston/Whitney%20Houston/09%20Greatest%20Love%20of%20All.m4p,,Greatest Love of All,,4DDC54D9E57A835F,2,3602054636,2018-02-21T09:43:56Z,,,,100,,1985-02-14T08:00:00Z,44100,11347579,1,2017-09-12T06:19:16Z,Whitney Houston,Cars,Whitney Houston,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Greatest Love of All,297877,10,3054,9,File,1985
Kala,M.I.A.,100,,,M.I.A.,1,256,,Encoded By rgFc (ICQ 5758811),,"Joe Strummer, Maya Arulpragasam, Mick Jones, Nick Headon, Paul Simonon & Wesley Pentz",2017-08-16T18:01:34Z,2017-08-16T18:01:54Z,1,1,,5,Electronic,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/M.I.A_/Kala/11%20Paper%20Planes.m4p,,Paper Planes,,5544DFFFB127DFB0,5,3607596456,2018-04-26T12:07:36Z,,,,100,,2007-08-08T07:00:00Z,44100,7937634,1,2017-09-12T06:19:16Z,Kala,Cars,M.I.A.,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Paper Planes,205200,12,3056,11,File,2007
Caribou (Remastered),Elton John,100,,,Elton John,1,256,,Encoded By rgFc (ICQ 5758811),,Elton John,2017-08-17T08:12:32Z,2017-08-17T08:12:32Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/M.I.A_/Kala/11%20Paper%20Planes.m4p,,Don't Let the Sun Go Down On Me,,BFE7DA249EC85C19,1,3603790077,2018-03-13T11:47:57Z,,,,100,,1974-05-20T07:00:00Z,44100,12473224,1,2017-09-12T06:19:16Z,Caribou (Remastered),Cars,Elton John,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Don't Let the Sun Go Down On Me,336733,14,3058,9,Remote,1974
Layla and Other Assorted Love Songs,Derek & The Dominos,100,,,Derek & The Dominos,1,256,,Encoded By rgFc (ICQ 5758811),,Jim Gordon & Eric Clapton,2017-08-17T08:14:02Z,2017-08-20T08:34:29Z,4,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Derek%20&%20The%20Dominos/Layla%20and%20Other%20Assorted%20Love%20Songs/1-13%20Layla%20(Remastered)%20%5B40th%20Annive.m4p,,Layla (Remastered) [40th Anniversary Version],,A1CA0FA9AE4081F3,4,3587191935,2017-09-02T08:12:15Z,,,,100,,1970-11-09T00:00:00Z,44100,15753796,2,2017-12-07T20:18:11Z,Layla and Other Assorted Love Songs,Cars,Derek & The Dominos,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Layla (Remastered) [40th Anniversary Version],423840,14,3060,13,File,1970
Sweet Dreams (Are Made of This) [Remastered],Eurythmics,100,,,Eurythmics,1,256,,Encoded By rgFc (ICQ 5758811),,A. Lennox & David A. Stewart,2017-08-17T08:14:27Z,2017-09-04T20:19:26Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Eurythmics/Sweet%20Dreams%20(Are%20Made%20of%20This)%20%5BRemaste/06%20Sweet%20Dreams%20(Are%20Made%20of%20This).m4p,,Sweet Dreams (Are Made of This),,B39E3E5138B101ED,5,3608319888,2018-05-04T21:04:48Z,,,,100,,1983-01-21T00:00:00Z,44100,7919000,1,2017-09-21T13:26:54Z,Sweet Dreams (Are Made of This) [Remastered],Cars,Eurythmics,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Sweet Dreams (Are Made of This),216933,16,3062,6,File,2005
American Pie (Bonus Tracks Version),Don Mclean,100,,,Don Mclean,1,256,,Encoded By rgFc (ICQ 5758811),,A. Lennox & David A. Stewart,2017-08-19T22:11:39Z,2017-10-12T16:39:54Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Don%20McLean/American%20Pie%20(Bonus%20Tracks%20Version)/01%20American%20Pie.m4p,,American Pie,,D9E4BA8873FCD28E,6,3603272888,2018-03-07T12:08:08Z,,,,100,,1971-10-24T07:00:00Z,44100,17958264,1,2017-09-21T13:26:54Z,American Pie (Bonus Tracks Version),Cars,Don Mclean,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",American Pie,513000,12,3064,1,File,1971
Three Dog Night: The Collection,Three Dog Night,100,,,Three Dog Night,1,256,,Encoded By rgFc (ICQ 5758811),,Hoyt Axton,2017-08-19T22:11:45Z,2017-08-20T08:34:30Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Three%20Dog%20Night/Three%20Dog%20Night_%20The%20Collection/01%20Joy%20to%20the%20World.m4p,,Joy to the World,,AEDD9F33536E967C,3,3603047444,2018-03-04T21:30:44Z,,,,100,,1969-01-01T00:00:00Z,44100,8328775,1,2017-09-04T06:36:46Z,Three Dog Night: The Collection,Cars,Three Dog Night,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Joy to the World,214960,17,3066,1,File,1969
The Complete A&M Recordings,Iggy Pop,100,,,Iggy Pop,1,256,,Encoded By rgFc (ICQ 5758811),,"John Vincent Greenan, Johnny O'Keefe & David Morris Owens",2017-08-19T22:21:47Z,2017-08-20T08:34:52Z,3,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Iggy%20Pop/The%20Complete%20A&M%20Recordings/1-01%20Real%20Wild%20Child%20(Wild%20One).m4p,,Real Wild Child (Wild One),,65A33C2BF08465E6,1,3595763487,2017-12-10T14:11:27Z,,,,100,,2006-01-01T08:00:00Z,44100,8198928,1,2017-09-04T06:36:46Z,Complete A&M Recordings,Cars,Iggy Pop,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Real Wild Child (Wild One),219000,14,3068,1,File,2006
Tried and True - The Best of Suzanne Vega,Suzanne Vega,100,,,Suzanne Vega,1,256,,Encoded By rgFc (ICQ 5758811),,Suzanne Vega,2017-08-19T22:21:52Z,2017-09-04T20:19:26Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Suzanne%20Vega/Tried%20and%20True%20-%20The%20Best%20of%20Suzanne%20Veg/01%20Luka.m4p,,Luka,,61B2A67EB1E69934,1,3587357001,2017-09-04T06:03:21Z,,,,100,,1998-01-01T08:00:00Z,44100,8430326,1,2017-09-04T06:36:46Z,Tried and True - The Best of Suzanne Vega,Cars,Suzanne Vega,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Luka,231642,17,3070,1,File,1987
Sorted! - The Best of Love and Rockets,Love and Rockets,100,,,Love and Rockets,1,256,,Encoded By rgFc (ICQ 5758811),,Suzanne Vega,2017-08-19T22:21:57Z,2017-08-19T22:21:57Z,1,1,,5,Alternative,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Suzanne%20Vega/Tried%20and%20True%20-%20The%20Best%20of%20Suzanne%20Veg/01%20Luka.m4p,,Kundalini Express,,721C7767BAE658AD,1,3591372594,2017-10-20T17:29:54Z,,,,100,,1986-09-15T07:00:00Z,44100,13026444,3,2017-11-16T07:10:37Z,Sorted! - The Best of Love and Rockets,Cars,Love and Rockets,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Kundalini Express,348933,15,3072,1,Remote,1986
Notorious,Duran Duran,100,,,Duran Duran,1,256,,Encoded By rgFc (ICQ 5758811),,"Simon Le Bon, John Taylor & Nick Rhodes",2017-08-19T22:22:02Z,2017-08-20T08:35:16Z,2,1,,5,New Wave,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Duran%20Duran/Notorious/1-01%20Notorious.m4p,,Notorious,,E93A5E8844202063,1,3606748956,2018-04-16T16:42:36Z,,,,100,,1986-11-18T08:00:00Z,44100,9118012,3,2017-11-16T07:10:37Z,Notorious,Cars,Duran Duran,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Notorious,258546,14,3074,1,File,1986
Hold Me - EP,Savage Garden,100,,,Savage Garden,1,256,,Encoded By rgFc (ICQ 5758811),,D. Hayes & D. Jones,2017-08-19T22:22:20Z,2017-08-28T16:42:06Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Savage%20Garden/Hold%20Me%20-%20EP/02%20Truly%20Madly%20Deeply%20(Australian%20Ve.m4p,,Truly Madly Deeply (Australian Version),,D485EBEDCEDED48F,1,3586423850,2017-08-24T10:50:50Z,,,,100,,2000-11-14T08:00:00Z,44100,10513375,3,2017-11-16T07:10:37Z,Hold Me - EP,Cars,Savage Garden,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Truly Madly Deeply (Australian Version),276400,4,3076,2,File,1997
First Band On The Moon,The Cardigans,100,,,The Cardigans,1,256,,Encoded By rgFc (ICQ 5758811),,Nina Persson & Peter Svensson,2017-08-19T22:22:34Z,2017-08-20T08:35:39Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Cardigans/First%20Band%20On%20The%20Moon/07%20Lovefool.m4p,,Lovefool,,4D5A226E86893AF7,6,3601576151,2018-02-15T20:49:11Z,,,,100,,1996-09-17T07:00:00Z,44100,6972605,1,2018-05-25T13:54:28Z,First Band On The Moon,Cardigans,Cardigans,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Lovefool,193893,11,3078,7,File,1996
Speak to a Girl - Single,Tim McGraw & Faith Hill,100,,,Tim McGraw & Faith Hill,1,256,,Encoded By rgFc (ICQ 5758811),,"Shy Carter, Dave Gibson & Joe Spargur",2017-08-19T22:22:42Z,2017-08-19T23:22:42Z,1,1,,5,Country,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Cardigans/First%20Band%20On%20The%20Moon/07%20Lovefool.m4p,,Speak to a Girl,,B00DB71BF00020CC,3,3595874459,2017-12-11T21:00:59Z,,,,100,,2017-03-23T07:00:00Z,44100,8476751,2,2017-12-11T09:12:59Z,Speak to a Girl - Single,Cardigans,Tim McGraw & Faith Hill,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Speak to a Girl,234000,1,3080,1,Remote,2017
Strictly Ballroom (Soundtrack),Various Artists,100,,,John Paul Young,1,256,,Encoded By rgFc (ICQ 5758811),,Harry Vanda & G. Young,2017-08-19T22:22:51Z,2017-08-19T23:22:51Z,1,1,,5,Soundtrack,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Cardigans/First%20Band%20On%20The%20Moon/07%20Lovefool.m4p,,Love Is In the Air (Ballroom Mix),,10607FA40EE5236B,3,3598209225,2018-01-07T21:33:45Z,,,,100,,1992-08-14T07:00:00Z,44100,9342220,1,2018-03-30T15:31:05Z,Strictly Ballroom (Soundtrack),Cardigans,John Paul Young,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Love Is In the Air (Ballroom Mix),253560,11,3082,1,Remote,1992
Make It Big,Wham!,100,,,George Michael,1,256,,Encoded By rgFc (ICQ 5758811),,George Michael & Andrew Ridgeley,2017-08-19T22:23:14Z,2017-08-20T08:36:12Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Wham!/Make%20It%20Big/08%20Careless%20Whisper.m4p,,Careless Whisper,,59667354C81A75AB,3,3608391236,2018-05-05T16:53:56Z,,,,100,,1984-10-23T07:00:00Z,44100,13415268,1,2017-10-30T18:58:20Z,Make It Big,Cardigans,George Michael,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Careless Whisper,392266,8,3084,8,File,1984
Cash Unearthed (Box Set),Johnny Cash,100,,,Johnny Cash,1,256,,Encoded By rgFc (ICQ 5758811),,Bob Marley,2017-08-19T22:24:19Z,2017-08-20T08:36:05Z,5,3,,5,Country,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Johnny%20Cash/Cash%20Unearthed%20(Box%20Set)/3-03%20Redemption%20Song.m4p,,Redemption Song,,584DF26786E173B1,4,3604945261,2018-03-26T19:41:01Z,,,,100,,2003-11-25T08:00:00Z,44100,7591194,1,2017-10-30T18:58:20Z,Cash Unearthed (Box Set),Cardigans,Johnny Cash,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Redemption Song,207200,15,3086,3,File,2003
Diamonds Are Forever,Kenny Rogers,100,,,Kenny Rogers,1,256,,Encoded By rgFc (ICQ 5758811),,Bob Marley,2017-08-22T05:37:26Z,2017-09-02T07:45:25Z,2,1,,5,Country,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Kenny%20Rogers/Diamonds%20Are%20Forever/1-02%20Heed%20the%20Call.m4p,,Heed the Call,,5E0AC423E5B25DE0,4,3604945261,2018-03-26T19:41:01Z,,,,100,,2017-08-15T07:00:00Z,44100,7739220,1,2017-08-31T14:41:57Z,Diamonds Are Forever,Cardigans,Kenny Rogers,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Heed the Call,197056,21,3088,2,File,1969
Spice,Spice Girls,100,,,Spice Girls,1,256,,Encoded By rgFc (ICQ 5758811),,Bob Marley,2017-08-22T05:38:00Z,2017-08-23T20:37:32Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Spice%20Girls/Spice/01%20Wannabe%20(Radio%20Edit).m4p,,Wannabe (Radio Edit),,F162FB486BA70D05,4,3595874005,2017-12-11T20:53:25Z,,,,100,,1996-09-19T07:00:00Z,44100,6308071,1,2018-05-23T07:27:23Z,Spice,Cardigans,Spice Girls,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Wannabe (Radio Edit),173026,10,3090,1,File,1996
Whitesnake's Greatest Hits,Whitesnake,100,,,Whitesnake,1,256,,Encoded By rgFc (ICQ 5758811),,Bob Marley,2017-08-22T05:43:41Z,2017-10-01T12:16:04Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Whitesnake/Whitesnake's%20Greatest%20Hits/02%20Here%20I%20Go%20Again.m4p,,Here I Go Again,,AB7B64A51C2AFD4C,3,3591892314,2017-10-26T17:51:54Z,,,,100,,1994-07-04T07:00:00Z,44100,8775372,1,2018-05-23T07:27:23Z,Whitesnake's Greatest Hits,Cardigans,Whitesnake,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Here I Go Again,232800,14,3092,2,File,1987
Whitesnake's Greatest Hits,Whitesnake,100,,,Whitesnake,1,256,,Encoded By rgFc (ICQ 5758811),,Bob Marley,2017-08-22T05:43:44Z,2017-09-10T12:30:43Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Whitesnake/Whitesnake's%20Greatest%20Hits/03%20Is%20This%20Love.m4p,,Is This Love,,5D81CAF6E2043E0A,3,3610464703,2018-05-29T16:51:43Z,,,,100,,1994-07-04T07:00:00Z,44100,10131706,2,2018-02-23T09:05:37Z,Whitesnake's Greatest Hits,Cardigans,Whitesnake,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Is This Love,284400,14,3094,3,File,1987
Truly Madly Completely - The Best of Savage Garden,Savage Garden,100,,,Savage Garden,1,256,,Encoded By rgFc (ICQ 5758811),,Darren Hayes & Daniel Jones,2017-08-23T06:13:15Z,2017-08-23T20:37:59Z,1,1,,5,Rock,Automatic For The People,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Savage%20Garden/Truly%20Madly%20Completely%20-%20The%20Best%20of%20Sav/01%20I%20Want%20You.m4p,,I Want You,,6680A62A2CE825B4,3,3608314502,2018-05-04T19:35:02Z,,,,100,,1997-01-01T08:00:00Z,44100,9050849,2,2018-01-02T10:01:25Z,Truly Madly Completely - The Best of Savage Garden,Cardigans,Savage Garden,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",I Want You,233893,17,3096,1,File,1997
"100 Hits of the 80's, Vol. 2",Various Artists,100,,,REO Speedwagon,1,256,,Encoded By rgFc (ICQ 5758811),,Kevin Cronin,2017-08-23T20:28:18Z,2017-10-01T12:16:04Z,1,1,,5,Pop,Automatic For The People,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/100%20Hits%20of%20the%2080's,%20Vol.%202/36%20Keep%20On%20Loving%20You.m4p",,Keep On Loving You,,547501F4BD3D383D,3,3591452954,2017-10-21T15:49:14Z,,,,100,,2011-04-08T07:00:00Z,44100,7192302,2,2018-01-02T10:01:25Z,"100 Hits of the 80's, Vol. 2",Cardigans,REO Speedwagon,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Keep On Loving You,200600,100,3098,36,File,1988
