Album,Album Artist,Album Rating,Album Rating Computed,Artist,Artwork Count,Bit Rate,Clean,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,File Folder Count,Genre,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
"CAN'T STOP THE FEELING! (Original Song From DreamWorks Animation's ""Trolls"") - Single",Justin Timberlake,80,,Justin Timberlake,1,256,,,Justin Timberlake & Max Martin,2016-08-13T09:12:18Z,2017-08-05T20:12:00Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Justin%20Timberlake/CAN'T%20STOP%20THE%20FEELING!%20(Original%20Song%20F/01%20CAN'T%20STOP%20THE%20FEELING!%20(Original.m4a,,"CAN'T STOP THE FEELING! (Original Song From DreamWorks Animation's ""Trolls"")",,28C93373777B6437,46,3607361081,2018-04-23T18:44:41Z,,80,,2016-05-06T07:00:00Z,44100,8733070,5,2017-05-19T10:54:39Z,Swaay - EP,Beatles,DNCE,Trent Reznor,Cake by the Ocean,236001,1,2362,1,File,2016
Encore,DJ Snake,80,,DJ Snake,1,256,,,"Justin Bieber, William Grigahcine, Andrew Watt, Ali Tamposi, Brian Lee, Louis Bell, austin roser, Lumidee Cedeno, Steven Marsden, Teddy Mendez & Edwin Perez",2016-08-31T16:21:13Z,2017-10-12T16:39:54Z,1,1,5,Dance,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/DJ%20Snake/Encore/13%20Let%20Me%20Love%20You%20(feat.%20Justin%20Bie.m4a,,Let Me Love You (feat. Justin Bieber),,6222FB66F82907C7,30,3602135313,2018-02-22T08:08:33Z,,80,,2016-08-05T07:00:00Z,44100,7367859,4,2018-01-30T17:50:23Z,Encore,Beatles,DJ Snake,Trent Reznor,Let Me Love You (feat. Justin Bieber),205950,14,2364,13,File,2016
Faded (Lost Stories Remix) - Single,Alan Walker,80,,Alan Walker,1,256,,,"Alan Walker, Jesper Borgen, Anders Froen & Gunnar Greve",2016-08-31T16:22:39Z,2017-08-20T13:59:42Z,1,1,5,Dance,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Alan%20Walker/Faded%20(Lost%20Stories%20Remix)%20-%20Single/01%20Faded%20(Lost%20Stories%20Remix).m4a,,Faded (Lost Stories Remix),,49D51BCBA75E8262,57,3608393764,2018-05-05T17:36:04Z,,80,,2016-07-29T07:00:00Z,44100,7901627,3,2017-06-10T19:49:13Z,Faded (Lost Stories Remix) - Single,Beatles,Alan Walker,Trent Reznor,Faded (Lost Stories Remix),211165,1,2366,1,File,2016
Seal: Hits (Deluxe Version),Seal,80,,Seal,1,256,,,Seal,2016-08-31T16:31:32Z,2017-08-20T08:33:36Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Seal/Seal_%20Hits%20(Deluxe%20Version)/02%20Kiss%20from%20a%20Rose.m4a,,Kiss from a Rose,,73C48203E790C28C,30,3608371978,2018-05-05T11:32:58Z,,80,,2009-11-27T08:00:00Z,44100,10520288,3,2018-03-30T15:31:13Z,Seal: Hits (Deluxe Version),Beatles,Seal,Trent Reznor,Kiss from a Rose,288140,34,2368,2,File,1994
Greatest,Duran Duran,80,,Duran Duran,1,256,,,"Warren Cuccurullo, Taylor, Nick Rhodes & Simon Le Bon",2016-08-31T16:32:03Z,2017-08-20T08:33:36Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Duran%20Duran/Greatest/19%20Come%20Undone%20(Edit).m4a,,Come Undone (Edit),,555B753BA202F323,12,3599023303,2018-01-17T07:41:43Z,,80,,1998-11-09T08:00:00Z,44100,9552529,1,2017-10-01T10:47:12Z,Greatest,Beatles,Duran Duran,Trent Reznor,Come Undone (Edit),257333,19,2370,19,File,1981
Greatest,Duran Duran,80,,Duran Duran,1,256,,,"Roger Taylor, John Taylor, Andy Taylor, Nick Rhodes, Simon Le Bon & John Barry",2016-08-31T16:32:15Z,2017-10-01T12:16:03Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Duran%20Duran/Greatest/03%20A%20View%20to%20a%20Kill.m4a,,A View to a Kill,,6F61446E68706ADD,11,3596392905,2017-12-17T21:01:45Z,,80,,1998-11-09T08:00:00Z,44100,8300321,6,2018-01-22T09:14:15Z,Greatest,Beatles,Duran Duran,Trent Reznor,View to a Kill,217693,19,2372,3,File,1985
Greatest,Duran Duran,80,,Duran Duran,1,256,,,"Roger Taylor, John Taylor, Andy Taylor, Nick Rhodes & Simon Le Bon",2016-08-31T16:32:20Z,2017-08-20T13:59:42Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Duran%20Duran/Greatest/08%20Girls%20on%20Film.m4a,,Girls on Film,,33D41337B596A3CC,5,3586320120,2017-08-23T06:02:00Z,,80,,1998-11-09T08:00:00Z,44100,7811330,2,2017-03-28T17:04:18Z,Greatest,Beatles,Duran Duran,Trent Reznor,Girls on Film,207786,19,2374,8,File,1981
The Best of Blondie,Blondie,80,,Blondie,1,256,,,"Roger Taylor, John Taylor, Andy Taylor, Nick Rhodes & Simon Le Bon",2016-08-31T16:32:56Z,2017-09-13T18:11:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Blondie/The%20Best%20of%20Blondie/01%20Heart%20of%20Glass.m4a,,Heart of Glass,,56C93CA273D8F48B,10,3602162291,2018-02-22T15:38:11Z,,80,,1983-10-28T07:00:00Z,44100,10371348,1,2018-04-17T15:40:06Z,Best of Blondie,Beatles,Blondie,Trent Reznor,Heart of Glass,275733,12,2376,1,File,1978
Greatest Hits,The Bangles,80,,The Bangles,1,256,,,LIAM HILLARD STERNBERG,2016-08-31T16:33:30Z,2017-08-20T13:59:42Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Bangles/Greatest%20Hits/05%20Walk%20Like%20an%20Egyptian.m4a,,Walk Like an Egyptian,,42C968AFD2DE6934,11,3607577806,2018-04-26T06:56:46Z,,80,,1990-01-01T08:00:00Z,44100,7659947,3,2018-06-04T10:54:19Z,Greatest Hits,Bangles,Bangles,Trent Reznor,Walk Like an Egyptian,203213,14,2378,5,File,1984
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren,2016-08-31T16:35:05Z,2017-09-04T20:19:26Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/03%20All%20That%20She%20Wants.m4a,,All That She Wants,,17A646C3E2E03DF9,7,3608641137,2018-05-08T14:18:57Z,,80,,2008-11-14T08:00:00Z,44100,7510975,5,2018-05-14T18:26:49Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,All That She Wants,211533,20,2380,3,File,1992
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren & Ulf Ekberg,2016-08-31T16:35:05Z,2017-12-05T18:40:21Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/04%20Wheel%20of%20Fortune.m4a,,Wheel of Fortune,,17A646C3E2E03DFA,6,3593283256,2017-11-11T21:14:16Z,,80,,2008-11-14T08:00:00Z,44100,7863889,2,2016-11-10T23:09:57Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Wheel of Fortune,220893,20,2382,4,File,1993
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren,2016-08-31T16:35:05Z,2017-08-05T20:03:23Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/05%20Lucky%20Love.m4a,,Lucky Love,,17A646C3E2E03DFB,8,3595762361,2017-12-10T13:52:41Z,,80,,2008-11-14T08:00:00Z,44100,6196986,3,2018-03-30T11:48:34Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Wheel of Fortune,172400,20,2384,5,File,2008
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren,2016-08-31T16:35:05Z,2017-08-14T19:34:20Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/06%20Beautiful%20Life.m4a,,Beautiful Life,,17A646C3E2E03DFC,11,3585407359,2017-08-12T16:29:19Z,,80,,2008-11-14T08:00:00Z,44100,7739873,2,2017-02-11T17:40:30Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Beautiful Life,219306,20,2386,6,File,1995
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren & Ulf Ekberg,2016-08-31T16:35:05Z,2017-08-15T11:10:13Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/07%20Happy%20Nation%20(Faded%20Edit).m4a,,Happy Nation (Faded Edit),,17A646C3E2E03DFD,10,3596475408,2017-12-18T19:56:48Z,,80,,2008-11-14T08:00:00Z,44100,7507568,3,2018-06-12T07:28:21Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Happy Nation (Faded Edit),212373,20,2388,7,File,1993
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren,2016-08-31T16:35:05Z,2017-08-05T20:03:01Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/08%20Life%20Is%20a%20Flower.m4a,,Life Is a Flower,,17A646C3E2E03DFE,6,3570464352,2017-02-20T18:39:12Z,,80,,2008-11-14T08:00:00Z,44100,8567225,3,2018-06-12T07:28:21Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Happy Nation (Faded Edit),225333,20,2390,8,File,2008
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Albert Hammond & Diane Warren,2016-08-31T16:35:05Z,2017-08-09T18:22:27Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/09%20Don't%20Turn%20Around.m4a,,Don't Turn Around,,17A646C3E2E03DFF,7,3603451947,2018-03-09T13:52:27Z,,80,,2008-11-14T08:00:00Z,44100,8579519,3,2018-02-15T19:03:05Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Don't Turn Around,228493,20,2392,9,File,1993
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren,2016-08-31T16:35:05Z,2017-10-01T12:16:03Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/10%20Hallo%20Hallo.m4a,,Hallo Hallo,,17A646C3E2E03E00,7,3596052463,2017-12-13T22:27:43Z,,80,,2008-11-14T08:00:00Z,44100,6187278,2,2016-09-09T10:03:28Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Hallo Hallo,171226,20,2394,10,File,1999
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren,2016-08-31T16:35:05Z,2017-08-16T16:51:56Z,1,1,5,Pop,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/11%20Always%20Have,%20Always%20Will.m4a",,"Always Have, Always Will",,17A646C3E2E03E01,7,3601381916,2018-02-13T14:51:56Z,,80,,2008-11-14T08:00:00Z,44100,8128804,4,2017-10-12T16:54:16Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,"Always Have, Always Will",224440,20,2396,11,File,1998
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,"Sobian Maire, Deirdre Fahey, Jonas Berggren, Adam Anders, Nicklas Von der Burg & Magnus Lindsten",2016-08-31T16:35:05Z,2017-08-05T20:03:11Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/13%20Unspeakable.m4a,,Unspeakable,,17A646C3E2E03E03,6,3605291711,2018-03-30T19:55:11Z,,80,,2008-11-14T08:00:00Z,44100,7004361,3,2017-02-24T21:10:35Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,"Always Have, Always Will",194066,20,2398,13,File,2008
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren & Ulf Ekberg,2016-08-31T16:35:05Z,2017-09-04T20:19:26Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/15%20Living%20In%20Danger%20(Single%20Edit).m4a,,Living In Danger (Single Edit),,17A646C3E2E03E05,13,3594750192,2017-11-28T20:43:12Z,,80,,2008-11-14T08:00:00Z,44100,7303274,1,2017-02-24T21:10:35Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Living In Danger (Single Edit),190960,20,2400,15,File,1994
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,"Jonas Berggren, Linn Berggren & Jenny Berggren",2016-08-31T16:35:05Z,2016-09-09T01:04:21Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/16%20Beautiful%20Morning.m4a,,Beautiful Morning,,17A646C3E2E03E06,4,3594750192,2017-11-28T20:43:12Z,,80,,2008-11-14T08:00:00Z,44100,6878814,1,2018-06-04T12:16:47Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Beautiful Morning,180413,20,2402,16,File,2008
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren,2016-08-31T16:35:05Z,2017-08-28T16:42:05Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/17%20Da%20Capo.m4a,,Da Capo,,17A646C3E2E03E07,9,3608330828,2018-05-05T00:07:08Z,,80,,2008-11-14T08:00:00Z,44100,7137981,3,2017-09-12T13:46:42Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Da Capo,191466,20,2404,17,File,2000
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,Jonas Berggren,2016-08-31T16:35:05Z,2017-08-05T20:01:21Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/18%20Whenever%20You're%20Near%20Me.m4a,,Whenever You're Near Me,,17A646C3E2E03E08,9,3571814533,2017-03-08T09:42:13Z,,80,,2008-11-14T08:00:00Z,44100,7879550,1,2018-01-21T01:20:12Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Da Capo,212200,20,2406,18,File,2008
Greatest Hits,Ace of Base,80,,Ace of Base,1,256,,,"Billy Steinberg, Rock Nowels & Maria Vidal",2016-08-31T16:35:05Z,2016-09-08T23:50:15Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Ace%20of%20Base/Greatest%20Hits/19%20Everytime%20It%20Rains.m4a,,Everytime It Rains,,17A646C3E2E03E09,9,3571814533,2017-03-08T09:42:13Z,,80,,2008-11-14T08:00:00Z,44100,8493103,1,2018-01-21T01:20:12Z,Greatest Hits,Bangles,Ace of Base,Trent Reznor,Everytime It Rains,235373,20,2408,19,File,2008
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:35:35Z,2017-08-09T18:22:34Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/13%20Every%20Breath%20You%20Take.m4a,,Every Breath You Take,,3AA58142A64B4979,11,3598208972,2018-01-07T21:29:32Z,,100,,1992-01-01T08:00:00Z,44100,8850882,2,2017-08-23T15:51:22Z,Police: Greatest Hits,Police,Police,Trent Reznor,Every Breath You Take,252687,16,2410,13,File,1983
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Gordon Sumner,2016-08-31T16:36:04Z,2017-08-09T18:22:34Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/01%20Roxanne.m4a,,Roxanne,,66F257E065394ED5,52,3608320138,2018-05-04T21:08:58Z,,100,,1992-01-01T08:00:00Z,44100,6981412,3,2018-04-14T13:42:28Z,Police: Greatest Hits,Police,Police,Trent Reznor,Roxanne,195072,16,2412,1,File,1978
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Gordon Sumner,2016-08-31T16:36:04Z,2017-08-09T18:22:34Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/02%20Can't%20Stand%20Losing%20You.m4a,,Can't Stand Losing You,,66F257E065394EE2,5,3590063025,2017-10-05T13:43:45Z,,100,,1992-01-01T08:00:00Z,44100,6217500,1,2016-12-21T11:31:18Z,Police: Greatest Hits,Police,Police,Trent Reznor,Can't Stand Losing You,168797,16,2414,2,File,1992
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:34Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/03%20So%20Lonely.m4a,,So Lonely,,66F257E065394EDF,13,3608388582,2018-05-05T16:09:42Z,,100,,1992-01-01T08:00:00Z,44100,10054521,1,2017-04-20T17:32:50Z,Police: Greatest Hits,Police,Police,Trent Reznor,So Lonely,288100,16,2416,3,File,1978
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Gordon Sumner,2016-08-31T16:36:04Z,2017-08-09T18:22:34Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/04%20Message%20In%20a%20Bottle.m4a,,Message In a Bottle,,66F257E065394EDD,9,3591451731,2017-10-21T15:28:51Z,,100,,1992-01-01T08:00:00Z,44100,10122630,1,2017-08-24T17:43:58Z,Police: Greatest Hits,Police,Police,Trent Reznor,Message In a Bottle,289775,16,2418,4,File,1992
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:34Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/05%20Walking%20On%20the%20Moon.m4a,,Walking On the Moon,,66F257E065394EDE,11,3601290946,2018-02-12T13:35:46Z,,100,,1992-01-01T08:00:00Z,44100,10903930,3,2018-01-27T20:09:56Z,Police: Greatest Hits,Police,Police,Trent Reznor,Walking On the Moon,301016,16,2420,5,File,1992
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-05T20:01:31Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/06%20The%20Bed's%20Too%20Big%20Without%20You.m4a,,The Bed's Too Big Without You,,66F257E065394EDB,9,3588779670,2017-09-20T17:14:30Z,,100,,1992-01-01T08:00:00Z,44100,10184469,3,2018-01-30T17:50:38Z,Police: Greatest Hits,Police,Police,Trent Reznor,Bed's Too Big Without You,264786,16,2422,6,File,1992
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Gordon Sumner,2016-08-31T16:36:04Z,2017-08-09T18:22:32Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/07%20Don't%20Stand%20So%20Close%20to%20Me.m4a,,Don't Stand So Close to Me,,66F257E065394ED9,8,3588266644,2017-09-14T18:44:04Z,,100,,1992-01-01T08:00:00Z,44100,8459018,1,2016-11-02T13:42:23Z,Police: Greatest Hits,Police,Police,Trent Reznor,Don't Stand So Close to Me,241955,16,2424,7,File,1992
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:32Z,1,1,5,Rock,Purchased AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/08%20De%20Do%20Do%20Do,%20De%20Da%20Da%20Da.m4a",,"De Do Do Do, De Da Da Da",,66F257E065394ED7,14,3595873832,2017-12-11T20:50:32Z,,100,,1992-01-01T08:00:00Z,44100,8649800,2,2018-01-27T20:10:01Z,Police: Greatest Hits,Police,Police,Trent Reznor,"De Do Do Do, De Da Da Da",247461,16,2426,8,File,1980
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:32Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/09%20Every%20Little%20Thing%20She%20Does%20Is%20Ma.m4a,,Every Little Thing She Does Is Magic,,66F257E065394ED8,7,3596170801,2017-12-15T07:20:01Z,,100,,1992-01-01T08:00:00Z,44100,9334496,2,2017-02-11T17:40:07Z,Police: Greatest Hits,Police,Police,Trent Reznor,Every Little Thing She Does Is Magic,261035,16,2428,9,File,1981
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:32Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/10%20Invisible%20Sun.m4a,,Invisible Sun,,66F257E065394ED6,9,3600165190,2018-01-30T12:53:10Z,,100,,1992-01-01T08:00:00Z,44100,8395565,4,2018-01-18T18:02:34Z,Police: Greatest Hits,Police,Police,Trent Reznor,Invisible Sun,223719,16,2430,10,File,1992
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:32Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/11%20Spirits%20In%20the%20Material%20World.m4a,,Spirits In the Material World,,66F257E065394ED4,12,3603795977,2018-03-13T13:26:17Z,,100,,1992-01-01T08:00:00Z,44100,6393152,6,2018-05-23T07:27:18Z,Police: Greatest Hits,Police,Police,Trent Reznor,Spirits In the Material World,178471,16,2432,11,File,1981
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:34Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/12%20Synchronicity%20II.m4a,,Synchronicity II,,66F257E065394EE1,4,3603172528,2018-03-06T08:15:28Z,,100,,1992-01-01T08:00:00Z,44100,10776628,2,2017-01-08T16:49:13Z,Police: Greatest Hits,Police,Police,Trent Reznor,Synchronicity II,300762,16,2434,12,File,1992
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:33Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/14%20King%20of%20Pain.m4a,,King of Pain,,66F257E065394EE0,9,3594125705,2017-11-21T15:15:05Z,,100,,1992-01-01T08:00:00Z,44100,10351715,2,2017-10-02T18:30:42Z,Police: Greatest Hits,Police,Police,Trent Reznor,King of Pain,297520,16,2436,14,File,1983
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:33Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/15%20Wrapped%20Around%20Your%20Finger.m4a,,Wrapped Around Your Finger,,66F257E065394EDC,5,3596393219,2017-12-17T21:06:59Z,,100,,1992-01-01T08:00:00Z,44100,10845656,2,2017-04-28T13:14:24Z,Police: Greatest Hits,Police,Police,Trent Reznor,Wrapped Around Your Finger,314321,16,2438,15,File,1983
The Police: Greatest Hits,The Police,100,,The Police,1,256,,,Sting,2016-08-31T16:36:04Z,2017-08-09T18:22:33Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Police/The%20Police_%20Greatest%20Hits/16%20Tea%20In%20the%20Sahara.m4a,,Tea In the Sahara,,66F257E065394EDA,10,3591804971,2017-10-25T17:36:11Z,,100,,1992-01-01T08:00:00Z,44100,9271421,2,2017-01-08T17:00:33Z,Police: Greatest Hits,Police,Police,Trent Reznor,Tea In the Sahara,254348,16,2440,16,File,1983
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-10-23T19:28:43Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/01%20One%20Wish.m4a,,One Wish,,62E2EB5190BF76B3,4,3595243515,2017-12-04T13:45:15Z,,100,,2006-10-18T07:00:00Z,44100,7122190,2,2017-12-09T22:00:57Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,One Wish,184453,20,2442,1,File,2006
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-21T17:50:24Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/02%20The%20Look.m4a,,The Look,,62E2EB5190BF76B2,14,3610467231,2018-05-29T17:33:51Z,,100,,2006-10-18T07:00:00Z,44100,8497426,2,2017-10-19T18:47:54Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Look,237320,20,2444,2,File,1988
