Album,Album Artist,Album Rating,Album Rating Computed,Artist,Artwork Count,Bit Rate,Clean,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,File Folder Count,Genre,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-09-10T12:30:42Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/03%20Dressed%20for%20Success%20(US%20Single%20Mi.m4a,,Dressed for Success (US Single Mix),,62E2EB5190BF76B1,3,3566491840,2017-01-05T19:10:40Z,,100,,2006-10-18T07:00:00Z,44100,9125182,7,2017-12-07T20:09:40Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Dressed for Success (US Single Mix),251680,20,2446,3,File,1995
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-28T16:42:05Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/04%20Listen%20to%20Your%20Heart%20(Swedish%20Sin.m4a,,Listen to Your Heart (Swedish Single Edit),,62E2EB5190BF76B7,36,3608459731,2018-05-06T11:55:31Z,,100,,2006-10-18T07:00:00Z,44100,11368922,4,2018-01-03T13:26:08Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Listen to Your Heart (Swedish Single Edit),314893,20,2448,4,File,1995
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-23T20:37:07Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/05%20Dangerous%20(G.M.%20Remastered%20'03).m4a,,Dangerous (G.M. Remastered '03),,62E2EB5190BF76B5,10,3603040348,2018-03-04T19:32:28Z,,100,,2006-10-18T07:00:00Z,44100,8846649,4,2018-04-10T07:23:58Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Dangerous (G.M. Remastered '03),229920,20,2450,5,File,2003
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-10-01T12:16:03Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/06%20It%20Must%20Have%20Been%20Love.m4a,,It Must Have Been Love,,62E2EB5190BF76AC,6,3600108841,2018-01-29T21:14:01Z,,100,,2006-10-18T07:00:00Z,44100,9524103,1,2018-05-14T15:22:19Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,It Must Have Been Love,258786,20,2452,6,File,1987
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-15T11:10:13Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/07%20Joyride%20(Single%20Version).m4a,,Joyride (Single Version),,62E2EB5190BF76AE,13,3601461305,2018-02-14T12:55:05Z,,100,,2006-10-18T07:00:00Z,44100,9408928,1,2018-05-14T15:22:19Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Joyride (Single Version),241733,20,2454,7,File,1995
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-05T20:04:05Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/08%20Fading%20Like%20a%20Flower%20(Every%20Time.m4a,,Fading Like a Flower (Every Time You Leave),,62E2EB5190BF76AA,13,3569683165,2017-02-11T17:39:25Z,,100,,2006-10-18T07:00:00Z,44100,8612674,1,2016-11-29T20:56:55Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Joyride (Single Version),230680,20,2456,8,File,2006
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-16T16:51:56Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/09%20Spending%20My%20Time.m4a,,Spending My Time,,62E2EB5190BF76AB,10,3602159019,2018-02-22T14:43:39Z,,100,,2006-10-18T07:00:00Z,44100,10364437,2,2017-02-18T12:55:49Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Spending My Time,275666,20,2458,9,File,1991
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-20T21:28:59Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/10%20How%20Do%20You%20Do!.m4a,,How Do You Do!,,62E2EB5190BF76B9,11,3595529671,2017-12-07T21:14:31Z,,100,,2006-10-18T07:00:00Z,44100,7460732,2,2017-11-13T14:39:54Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,How Do You Do!,189093,20,2460,10,File,1995
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-20T08:33:36Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/11%20Almost%20Unreal.m4a,,Almost Unreal,,62E2EB5190BF76B8,12,3593114662,2017-11-09T22:24:22Z,,100,,2006-10-18T07:00:00Z,44100,8744080,3,2017-12-21T23:20:25Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Almost Unreal,234813,20,2462,11,File,1994
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-09-13T18:11:26Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/12%20Sleeping%20In%20My%20Car%20(Single%20Versio.m4a,,Sleeping In My Car (Single Version),,62E2EB5190BF76BD,11,3608393979,2018-05-05T17:39:39Z,,100,,2006-10-18T07:00:00Z,44100,7715378,3,2017-10-01T10:46:53Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Sleeping In My Car (Single Version),214160,20,2464,12,File,1995
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-29T16:13:29Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/13%20Crash!%20Boom!%20Bang!%20(Radio%20Edit).m4a,,Crash! Boom! Bang! (Radio Edit),,62E2EB5190BF76BA,9,3596279032,2017-12-16T13:23:52Z,,100,,2006-10-18T07:00:00Z,44100,9705200,2,2017-10-25T11:21:14Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Crash! Boom! Bang! (Radio Edit),266586,20,2466,13,File,1995
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-14T19:34:20Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/14%20Run%20to%20You%20(G.M.%20Remastered%20'03).m4a,,Run to You (G.M. Remastered '03),,62E2EB5190BF76B4,8,3587485621,2017-09-05T17:47:01Z,,100,,2006-10-18T07:00:00Z,44100,8092740,2,2017-10-25T11:21:14Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Run to You (G.M. Remastered '03),218840,20,2468,14,File,2003
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-09-10T12:30:42Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/15%20Wish%20I%20Could%20Fly.m4a,,Wish I Could Fly,,62E2EB5190BF76AF,8,3587489058,2017-09-05T18:44:18Z,,100,,2006-10-18T07:00:00Z,44100,9907831,3,2018-01-30T17:56:17Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Wish I Could Fly,279893,20,2470,15,File,1995
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-20T08:33:36Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/16%20Stars%20(G.M.%20Remastered%20'03).m4a,,Stars (G.M. Remastered '03),,62E2EB5190BF76BB,8,3607694160,2018-04-27T15:16:00Z,,100,,2006-10-18T07:00:00Z,44100,8773674,6,2018-03-06T08:57:00Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Stars (G.M. Remastered '03),238053,20,2472,16,File,2003
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-28T16:42:05Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/17%20The%20Centre%20of%20the%20Heart%20(G.M.%20Rem.m4a,,The Centre of the Heart (G.M. Remastered '03),,62E2EB5190BF76B6,9,3599345833,2018-01-21T01:17:13Z,,100,,2006-10-18T07:00:00Z,44100,8141914,3,2017-12-22T10:42:44Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Centre of the Heart (G.M. Remastered '03),203093,20,2474,17,File,2001
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-09-22T13:36:56Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/18%20Milk%20and%20Toast%20and%20Honey%20(Single.m4a,,Milk and Toast and Honey (Single Master),,62E2EB5190BF76B0,11,3604945053,2018-03-26T19:37:33Z,,100,,2006-10-18T07:00:00Z,44100,8890478,1,2016-09-02T01:48:58Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Milk and Toast and Honey (Single Master),244920,20,2476,18,File,2002
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-10-01T12:16:03Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/19%20A%20Thing%20About%20You.m4a,,A Thing About You,,62E2EB5190BF76AD,17,3595765490,2017-12-10T14:44:50Z,,100,,2006-10-18T07:00:00Z,44100,8262640,3,2017-06-21T15:58:03Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Thing About You,226853,20,2478,19,File,2002
A Collection of Roxette Hits! - Their 20 Greatest Songs!,Roxette,100,,Roxette,1,256,,,Sting,2016-08-31T16:36:24Z,2017-08-09T18:22:27Z,1,1,5,Pop,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Roxette/A%20Collection%20of%20Roxette%20Hits!%20-%20Their%2020/20%20Reveal.m4a,,Reveal,,62E2EB5190BF76BC,14,3599345630,2018-01-21T01:13:50Z,,100,,2006-10-18T07:00:00Z,44100,8256532,3,2017-06-21T15:58:03Z,Collection of Roxette Hits! - Their 20 Greatest Songs!,Police,Roxette,Trent Reznor,Reveal,223253,20,2480,20,File,2006
Their Greatest Hits 1971-1975,Eagles,100,,Eagles,1,256,,,Donald Henley & Glenn Frey,2016-08-31T16:38:15Z,2017-10-30T17:34:01Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eagles/Their%20Greatest%20Hits%201971-1975/06%20One%20of%20These%20Nights.m4a,,One of These Nights,,6694F620E7DDCF9F,11,3591957954,2017-10-27T12:05:54Z,,100,,1976-01-01T00:00:00Z,44100,10799010,3,2017-06-21T15:58:03Z,Their Greatest Hits 1971-1975,Police,Eagles,Trent Reznor,One of These Nights,291685,10,2482,6,File,1975
Kiss Me (feat. Anna Miracles) - EP,DJ Brick & Dj Lapin,60,,DJ Brick & Dj Lapin,1,256,,,Donald Henley & Glenn Frey,2016-08-31T21:55:24Z,2017-08-09T18:22:27Z,1,1,5,House,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/DJ%20Brick%20&%20Dj%20Lapin/Kiss%20Me%20(feat.%20Anna%20Miracles)%20-%20EP/03%20Kiss%20Me%20(IMSA%20Remix)%20%5Bfeat.%20Anna.m4a,,Kiss Me (IMSA Remix) [feat. Anna Miracles],,39CE0BA52E7D6501,48,3596143431,2017-12-14T23:43:51Z,,60,,2015-02-07T08:00:00Z,44100,13446026,1,2017-05-19T17:07:39Z,Kiss Me (feat. Anna Miracles) - EP,Police,DJ Brick & Dj Lapin,Trent Reznor,Kiss Me (IMSA Remix) [feat. Anna Miracles],384814,4,2484,3,File,2015
This Is What You Came For (feat. Rihanna) - Single,Calvin Harris,60,,Calvin Harris,1,256,,,Calvin Harris & Taylor Swift,2016-09-01T20:01:43Z,2017-09-29T05:50:32Z,1,1,5,Dance,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Calvin%20Harris/This%20Is%20What%20You%20Came%20For%20(feat.%20Rihanna/01%20This%20Is%20What%20You%20Came%20For%20(feat..m4a,,This Is What You Came For (feat. Rihanna),,71B4C8CB96118D3E,58,3607601413,2018-04-26T13:30:13Z,,60,,2016-04-29T07:00:00Z,44100,7842921,1,2017-05-19T17:07:39Z,This Is What You Came For (feat. Rihanna) - Single,Police,Calvin Harris,Trent Reznor,This Is What You Came For (feat. Rihanna),221900,1,2486,1,File,2016
This Girl - Single,Cookin' On 3 Burners,60,,Cookin' On 3 Burners,1,256,,,Calvin Harris & Taylor Swift,2016-09-04T20:40:47Z,2017-10-09T17:12:34Z,1,1,5,R&B/Soul,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Cookin'%20On%203%20Burners/This%20Girl%20-%20Single/01%20This%20Girl%20(feat.%20Kylie%20Auldist).m4a,,This Girl (feat. Kylie Auldist),,7C9E3A2E6E144DD0,28,3608456567,2018-05-06T11:02:47Z,,60,,2009-06-22T07:00:00Z,44100,7862667,7,2017-10-25T17:58:37Z,This Girl - Single,Police,Cookin' On 3 Burners,Trent Reznor,This Girl (feat. Kylie Auldist),224000,2,2488,1,File,2009
Closer (feat. Halsey) - Single,The Chainsmokers,80,,The Chainsmokers,1,256,,,"Andrew Taggart, Shaun Frank & Frederic Kennett",2016-09-04T20:41:37Z,2017-08-09T18:22:29Z,1,1,5,Dance,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/The%20Chainsmokers/Closer%20(feat.%20Halsey)%20-%20Single/01%20Closer%20(feat.%20Halsey).m4a,,Closer (feat. Halsey),,231ABECEC56912B5,143,3605964820,2018-04-07T14:53:40Z,,80,,2016-07-29T07:00:00Z,44100,8669725,6,2018-01-11T09:37:05Z,Closer (feat. Halsey) - Single,Chainsmokers,Chainsmokers,Trent Reznor,Closer (feat. Halsey),244960,1,2490,1,File,2016
The Ocean (feat. Shy Martin) - Single,Mike Perry,60,,Mike Perry,1,256,,,"Mikael Persson, Sara Hjellström & Nirob Islam",2016-09-05T18:28:29Z,2017-08-09T18:22:28Z,1,1,5,Dance,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Mike%20Perry/The%20Ocean%20(feat.%20Shy%20Martin)%20-%20Single/01%20The%20Ocean%20(feat.%20Shy%20Martin).m4a,,The Ocean (feat. Shy Martin),,62455283B417B6D3,66,3607657228,2018-04-27T05:00:28Z,,60,,2016-04-15T07:00:00Z,44100,6541398,3,2017-04-12T09:08:32Z,Ocean (feat. Shy Martin) - Single,Chainsmokers,Mike Perry,Trent Reznor,Ocean (feat. Shy Martin),183414,1,2492,1,File,2016
This Girl (Kungs vs. Cookin' On 3 Burners) - Single,Kungs & Cookin' On 3 Burners,80,,Kungs & Cookin' On 3 Burners,1,256,,,"Lance Ferguson, Ivan Khatchoyan & Jake Mason",2016-09-05T18:30:18Z,2016-09-06T23:51:09Z,1,1,5,Electronic,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Kungs%20&%20Cookin'%20On%203%20Burners/This%20Girl%20(Kungs%20vs.%20Cookin'%20On%203%20Burner/01%20This%20Girl%20(Kungs%20vs.%20Cookin'%20On%203.m4a,,This Girl (Kungs vs. Cookin' On 3 Burners) - Single,,3181CB9AA475E57E,71,3603368338,2018-03-08T14:38:58Z,,80,,2016-02-19T08:00:00Z,44100,6972642,1,2017-07-29T15:55:14Z,This Girl (Kungs vs. Cookin' On 3 Burners) - Single,Chainsmokers,Kungs & Cookin' On 3 Burners,Trent Reznor,This Girl (Kungs vs. Cookin' On 3 Burners) - Single,195561,1,2494,1,File,2016
Power Hits 2016,Various Artists,80,,Tove Lo,1,256,,,"Tove Lo, Ludvig Söderberg & Jakob Jerlström",2016-09-22T17:03:43Z,2017-08-20T13:59:43Z,1,1,5,Alternative,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Power%20Hits%202016/13%20Cool%20Girl.m4a,,Cool Girl,,380367B9D39DCC0E,130,3607361282,2018-04-23T18:48:02Z,,80,,2016-09-16T07:00:00Z,44100,7172142,5,2017-07-29T15:55:14Z,Power Hits 2016,Chainsmokers,Tove Lo,Trent Reznor,Cool Girl,197804,22,2496,13,File,2016
Dreamscapes Revisited 7,Alphaville,80,,Alphaville,1,256,,,"Tove Lo, Ludvig Söderberg & Jakob Jerlström",2016-09-28T04:52:56Z,2017-08-09T18:22:29Z,1,1,5,Electronic,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Alphaville/Dreamscapes%20Revisited%207/04%20Forever%20Young%20(2.Demo).m4a,,Forever Young (2.Demo),,35D5E86DA030C2DD,38,3591340964,2017-10-20T08:42:44Z,,80,,1999-01-01T00:00:00Z,44100,8623647,5,2017-07-29T15:55:14Z,Dreamscapes Revisited 7,Chainsmokers,Alphaville,Trent Reznor,Forever Young (2.Demo),226893,8,2498,4,File,1999
Top Gun (Original Motion Picture Soundtrack) [Special Expanded Edition],Various Artists,80,,Berlin,1,256,,,Giorgio Moroder & Tom Whitlock,2016-10-19T04:38:58Z,2017-08-14T19:34:21Z,1,1,5,Soundtrack,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Compilations/Top%20Gun%20(Original%20Motion%20Picture%20Soundtr/05%20Take%20My%20Breath%20Away%20(Love%20Theme%20f.m4a,,"Take My Breath Away (Love Theme from ""Top Gun"")",,222EF3E764F29CC9,18,3595526770,2017-12-07T20:26:10Z,,80,,1989-11-17T08:00:00Z,44100,8880611,2,2017-10-12T16:40:01Z,Top Gun (Original Motion Picture Soundtrack) [Special Expanded Edition],Chainsmokers,Berlin,Trent Reznor,"Take My Breath Away (Love Theme from ""Top Gun"")",255733,15,2500,5,File,1980
My Way - Single,Calvin Harris,80,,Calvin Harris,1,256,,,Calvin Harris,2016-10-20T22:57:49Z,2017-09-02T07:45:25Z,1,1,5,Dance,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Calvin%20Harris/My%20Way%20-%20Single/01%20My%20Way.m4a,,My Way,,675525C812DE2DDD,74,3608396781,2018-05-05T18:26:21Z,,80,,2016-09-19T07:00:00Z,44100,8142297,4,2018-03-09T07:12:23Z,My Way - Single,Chainsmokers,Calvin Harris,Trent Reznor,My Way,219159,1,2502,1,File,2016
Layers,Kungs,60,,Kungs,1,256,,,Kungs & Nicholas Hillman,2016-10-20T23:00:03Z,2017-08-09T18:22:26Z,1,1,5,Electronic,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Kungs/Layers/10%20I%20Feel%20So%20Bad%20(feat.%20Ephemerals).m4a,,I Feel So Bad (feat. Ephemerals),,056DF79FC01E2DC2,26,3595253558,2017-12-04T16:32:38Z,,60,,2016-11-04T07:00:00Z,44100,7362033,1,2017-10-25T14:41:09Z,Layers,Chainsmokers,Kungs,Trent Reznor,I Feel So Bad (feat. Ephemerals),206906,12,2504,10,File,2016
Greatest Hits,Bruce Springsteen,100,,Bruce Springsteen,1,256,,,Bruce Springsteen,2016-10-20T23:11:24Z,2018-05-04T17:04:39Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Bruce%20Springsteen/Greatest%20Hits/01%20Born%20to%20Run.m4a,,Born to Run,,0A23BDD181316BDF,12,3599575074,2018-01-23T16:57:54Z,,100,,1995-02-27T08:00:00Z,44100,9424319,1,2018-02-22T16:52:47Z,Greatest Hits,Chainsmokers,Bruce Springsteen,Trent Reznor,Born to Run,270360,18,2506,1,File,1975
Greatest Hits,Bruce Springsteen,100,,Bruce Springsteen,1,256,,,Bruce Springsteen,2016-10-20T23:11:24Z,2017-08-09T18:22:33Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Bruce%20Springsteen/Greatest%20Hits/02%20Thunder%20Road.m4a,,Thunder Road,,0A23BDD181316BDC,12,3608416643,2018-05-05T23:57:23Z,,100,,1995-02-27T08:00:00Z,44100,10053965,3,2017-11-20T09:18:54Z,Greatest Hits,Chainsmokers,Bruce Springsteen,Trent Reznor,Thunder Road,288293,18,2508,2,File,1975
Greatest Hits,Bruce Springsteen,100,,Bruce Springsteen,1,256,,,Bruce Springsteen,2016-10-20T23:11:24Z,2017-08-09T18:22:32Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Bruce%20Springsteen/Greatest%20Hits/03%20Badlands.m4a,,Badlands,,0A23BDD181316BE3,22,3595764266,2017-12-10T14:24:26Z,,100,,1995-02-27T08:00:00Z,44100,8548911,1,2017-09-21T13:27:18Z,Greatest Hits,Chainsmokers,Bruce Springsteen,Trent Reznor,Badlands,242093,18,2510,3,File,1978
Greatest Hits,Bruce Springsteen,100,,Bruce Springsteen,1,256,,,Bruce Springsteen,2016-10-20T23:11:24Z,2017-08-09T18:22:29Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Bruce%20Springsteen/Greatest%20Hits/06%20Atlantic%20City.m4a,,Atlantic City,,0A23BDD181316BE1,52,3592237082,2017-10-30T18:38:02Z,,100,,1995-02-27T08:00:00Z,44100,8717480,1,2017-12-11T09:02:26Z,Greatest Hits,Chainsmokers,Bruce Springsteen,Trent Reznor,Atlantic City,236600,18,2512,6,File,1982
Greatest Hits,Bruce Springsteen,100,,Bruce Springsteen,1,256,,,Bruce Springsteen,2016-10-20T23:11:24Z,2017-08-09T18:22:29Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Bruce%20Springsteen/Greatest%20Hits/07%20Dancing%20In%20the%20Dark.m4a,,Dancing In the Dark,,0A23BDD181316BDA,11,3608392769,2018-05-05T17:19:29Z,,100,,1995-02-27T08:00:00Z,44100,8470963,1,2016-11-22T22:15:30Z,Greatest Hits,Chainsmokers,Bruce Springsteen,Trent Reznor,Dancing In the Dark,242306,18,2514,7,File,1978
Greatest Hits,Bruce Springsteen,100,,Bruce Springsteen,1,256,,,Bruce Springsteen,2016-10-20T23:11:24Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Bruce%20Springsteen/Greatest%20Hits/08%20Born%20In%20the%20U.S.A..m4a,,Born In the U.S.A.,,0A23BDD181316BE0,8,3605364997,2018-03-31T16:16:37Z,,100,,1995-02-27T08:00:00Z,44100,9840370,4,2018-05-04T18:45:16Z,Greatest Hits,Chainsmokers,Bruce Springsteen,Trent Reznor,Born In the U.S.A.,278933,18,2516,8,File,1984
Greatest Hits,Bruce Springsteen,100,,Bruce Springsteen,1,256,,,Bruce Springsteen,2016-10-20T23:11:24Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Bruce%20Springsteen/Greatest%20Hits/09%20My%20Hometown.m4a,,My Hometown,,0A23BDD181316BD9,13,3605364718,2018-03-31T16:11:58Z,,100,,1995-02-27T08:00:00Z,44100,8939899,1,2017-08-24T10:52:12Z,Greatest Hits,Chainsmokers,Bruce Springsteen,Trent Reznor,My Hometown,250333,18,2518,9,File,1984
Greatest Hits,Bruce Springsteen,100,,Bruce Springsteen,1,256,,,Bruce Springsteen,2016-10-20T23:11:24Z,2017-08-09T18:22:26Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Bruce%20Springsteen/Greatest%20Hits/10%20Glory%20Days.m4a,,Glory Days,,0A23BDD181316BD6,40,3605364052,2018-03-31T16:00:52Z,,80,,1995-02-27T08:00:00Z,44100,8258770,1,2017-08-24T10:52:12Z,Greatest Hits,Chainsmokers,Bruce Springsteen,Trent Reznor,Glory Days,228000,18,2520,10,File,1984
